subgroup,date,approval,disapproval
Adults,11.01.2018,38.73087,54.57832
Adults,10.01.2018,38.98797,54.35324
Voters,10.01.2018,40.85157,54.47198
Adults,09.01.2018,38.61844,54.84727
Voters,09.01.2018,40.5409,54.79406
Voters,08.01.2018,40.48848,54.79395
Adults,08.01.2018,38.61844,54.84727
Adults,07.01.2018,38.72204,54.79131
Voters,07.01.2018,40.64473,54.73632
Adults,06.01.2018,38.72204,54.79131
Voters,06.01.2018,40.64473,54.73632
Adults,05.01.2018,38.72204,54.79131
Voters,05.01.2018,40.64473,54.73632
Adults,04.01.2018,38.15102,55.35013
Voters,04.01.2018,40.28809,55.00038
Voters,03.01.2018,40.21217,55.12443
Adults,03.01.2018,37.76004,55.76106
Adults,02.01.2018,37.71881,55.879
Voters,02.01.2018,39.89989,55.2852
Voters,01.01.2018,39.47977,55.76954
Adults,01.01.2018,37.33959,56.36489
Voters,31.12.2017,39.47977,55.76954
Adults,31.12.2017,37.33959,56.36489
Adults,30.12.2017,37.12983,56.50421
Voters,30.12.2017,39.47977,55.76954
Voters,29.12.2017,39.47977,55.76954
Adults,29.12.2017,37.08881,56.61979
Voters,28.12.2017,39.59424,55.86306
Adults,28.12.2017,36.64524,56.9993
Voters,27.12.2017,39.06779,56.30027
Adults,27.12.2017,36.40348,57.36427
Voters,26.12.2017,38.8737,56.64392
Adults,26.12.2017,36.36728,57.42441
Voters,25.12.2017,38.84623,56.60857
Adults,25.12.2017,36.23244,57.44253
Adults,24.12.2017,36.23244,57.44253
Voters,24.12.2017,38.84623,56.60857
Adults,23.12.2017,36.06482,57.65516
Voters,23.12.2017,38.84623,56.60857
Voters,22.12.2017,38.84623,56.60857
Adults,22.12.2017,35.87907,57.76529
Voters,21.12.2017,38.74059,56.77304
Adults,21.12.2017,35.77409,57.88775
Voters,20.12.2017,38.77604,56.78464
Adults,20.12.2017,35.86745,57.55755
Adults,19.12.2017,35.93935,57.91428
Voters,19.12.2017,38.20256,57.26283
Adults,18.12.2017,36.25013,57.28722
Voters,18.12.2017,38.38718,56.61967
Voters,17.12.2017,38.28982,56.81938
Adults,17.12.2017,35.97097,57.98541
Adults,16.12.2017,34.93087,58.28658
Voters,16.12.2017,38.28982,56.81938
Voters,15.12.2017,38.28982,56.81938
Adults,15.12.2017,34.9917,58.19014
Adults,14.12.2017,35.57671,57.35314
Voters,14.12.2017,38.49307,56.5584
Adults,13.12.2017,35.46254,57.3914
Voters,13.12.2017,38.08359,56.67448
Voters,12.12.2017,39.10435,55.95634
Adults,12.12.2017,35.99963,57.93578
Adults,11.12.2017,36.2524,57.43421
Voters,11.12.2017,39.00207,55.85435
Adults,10.12.2017,36.33047,57.33792
Voters,10.12.2017,39.03798,55.87618
Voters,09.12.2017,39.24728,55.49886
Adults,09.12.2017,36.50823,56.97471
Voters,08.12.2017,39.24728,55.49886
Adults,08.12.2017,36.52957,56.96902
Adults,07.12.2017,36.42162,57.0158
Voters,07.12.2017,39.37215,55.45115
Voters,06.12.2017,40.18172,54.5077
Adults,06.12.2017,37.17609,56.25414
Voters,05.12.2017,39.69933,54.95476
Adults,05.12.2017,37.34743,56.66071
Voters,04.12.2017,39.90506,55.0077
Adults,04.12.2017,36.96822,56.90294
Adults,03.12.2017,36.93871,56.9087
Voters,03.12.2017,40.03389,54.96639
Adults,02.12.2017,36.94333,56.88067
Voters,02.12.2017,40.03389,54.96639
Voters,01.12.2017,40.03389,54.96639
Adults,01.12.2017,37.08066,56.67411
Voters,30.11.2017,40.03595,54.90004
Adults,30.11.2017,37.37271,56.45746
Voters,29.11.2017,40.27305,54.68724
Adults,29.11.2017,37.72719,56.1861
Adults,28.11.2017,37.3322,56.39901
Voters,28.11.2017,39.71597,55.04973
Adults,27.11.2017,37.45752,56.33474
Voters,27.11.2017,40.05172,54.71221
Voters,26.11.2017,40.0748,54.76105
Adults,26.11.2017,37.45581,56.34441
Voters,25.11.2017,40.0748,54.76105
Adults,25.11.2017,37.52008,56.21497
Adults,24.11.2017,37.49094,56.29383
Voters,24.11.2017,40.0748,54.76105
Adults,23.11.2017,37.49094,56.29383
Voters,23.11.2017,40.0748,54.76105
Adults,22.11.2017,37.46259,56.36794
Voters,22.11.2017,40.0748,54.76105
Voters,21.11.2017,39.89044,55.191
Adults,21.11.2017,37.27388,56.78977
Adults,20.11.2017,37.67971,55.82434
Voters,20.11.2017,39.11744,55.79084
Adults,19.11.2017,37.64998,55.8158
Voters,19.11.2017,39.22339,55.75001
Voters,18.11.2017,39.28837,55.46194
Adults,18.11.2017,37.66021,55.76469
Voters,17.11.2017,39.28837,55.46194
Adults,17.11.2017,37.49475,55.80109
Adults,16.11.2017,37.56749,56.05001
Voters,16.11.2017,39.17174,55.44165
Voters,15.11.2017,39.02678,55.44995
Adults,15.11.2017,37.50333,56.09998
Voters,14.11.2017,38.96594,55.51689
Adults,14.11.2017,37.54153,56.23203
Voters,13.11.2017,39.11507,55.69787
Adults,13.11.2017,37.26438,56.38675
Adults,12.11.2017,37.29921,56.3454
Voters,12.11.2017,38.91225,55.91314
Adults,11.11.2017,37.19261,56.49899
Voters,11.11.2017,38.91225,55.91314
Voters,10.11.2017,38.91225,55.91314
Adults,10.11.2017,37.11195,56.54761
Voters,09.11.2017,38.82508,56.00803
Adults,09.11.2017,36.87565,57.20075
Voters,08.11.2017,38.78871,56.07062
Adults,08.11.2017,36.9847,57.10672
Adults,07.11.2017,36.89015,57.34779
Voters,07.11.2017,38.78378,56.08299
Adults,06.11.2017,37.05696,57.29476
Voters,06.11.2017,38.76372,56.23228
Voters,05.11.2017,38.76653,56.29507
Adults,05.11.2017,37.24062,57.23222
Adults,04.11.2017,37.28839,57.03854
Voters,04.11.2017,38.97559,55.98032
Voters,03.11.2017,38.97559,55.98032
Adults,03.11.2017,37.21225,57.17183
Adults,02.11.2017,37.38071,56.87278
Voters,02.11.2017,39.50467,55.37743
Adults,01.11.2017,36.73897,57.62163
Voters,01.11.2017,39.45043,55.40435
Voters,31.10.2017,38.73505,56.16645
Adults,31.10.2017,36.13458,58.07021
Adults,30.10.2017,36.08981,57.94589
Voters,30.10.2017,38.96075,56.08945
Adults,29.10.2017,36.28357,57.75093
Voters,29.10.2017,38.7843,56.29276
Voters,28.10.2017,38.7843,56.29276
Adults,28.10.2017,36.12514,57.38434
Voters,27.10.2017,38.7843,56.29276
Adults,27.10.2017,36.12577,57.31348
Adults,26.10.2017,36.19252,57.42849
Voters,26.10.2017,39.07314,56.0741
Voters,25.10.2017,38.67745,56.31491
Adults,25.10.2017,36.098,57.4499
Voters,24.10.2017,38.9423,55.83633
Adults,24.10.2017,35.93237,57.62141
Voters,23.10.2017,39.28416,55.52995
Adults,23.10.2017,36.40454,57.09264
Adults,22.10.2017,36.73022,56.91251
Voters,22.10.2017,39.44123,55.12551
Adults,21.10.2017,36.73466,56.97978
Voters,21.10.2017,39.44123,55.12551
Voters,20.10.2017,39.44123,55.12551
Adults,20.10.2017,36.69792,57.0166
Voters,19.10.2017,39.58765,54.8556
Adults,19.10.2017,36.88713,56.65256
Voters,18.10.2017,39.87877,54.70084
Adults,18.10.2017,36.74679,56.59354
Adults,17.10.2017,36.73927,56.83446
Voters,17.10.2017,39.582,55.04752
Adults,16.10.2017,36.59012,56.77091
Voters,16.10.2017,40.2318,54.40153
Voters,15.10.2017,39.6197,55.18693
Adults,15.10.2017,36.70586,56.55759
Adults,14.10.2017,36.65332,56.59665
Voters,14.10.2017,39.6197,55.18693
Voters,13.10.2017,39.6197,55.18693
Adults,13.10.2017,36.56348,56.99356
Adults,12.10.2017,36.62103,56.89503
Voters,12.10.2017,40.22272,54.57459
Adults,11.10.2017,36.47693,56.94599
Voters,11.10.2017,40.12806,54.69553
Voters,10.10.2017,40.01473,55.25956
Adults,10.10.2017,36.52134,57.44492
Adults,09.10.2017,37.08799,57.10312
Voters,09.10.2017,40.09864,55.25847
Adults,08.10.2017,37.14746,57.21674
Voters,08.10.2017,40.17117,55.22769
Voters,07.10.2017,40.17117,55.22769
Adults,07.10.2017,37.17203,57.19087
Voters,06.10.2017,40.17117,55.22769
Adults,06.10.2017,37.10485,57.30538
Adults,05.10.2017,38.07584,56.03094
Voters,05.10.2017,40.60885,54.87642
Voters,04.10.2017,40.7621,54.79143
Adults,04.10.2017,38.01492,56.09282
Adults,03.10.2017,37.8289,55.8531
Voters,03.10.2017,40.37353,54.85959
Voters,02.10.2017,40.15312,54.81033
Adults,02.10.2017,37.62963,55.75329
Adults,01.10.2017,37.68137,55.78199
Voters,01.10.2017,40.34256,54.64625
Adults,30.09.2017,37.59743,55.85502
Voters,30.09.2017,40.34256,54.64625
Voters,29.09.2017,40.34256,54.64625
Adults,29.09.2017,37.60137,55.87895
Voters,28.09.2017,40.31269,54.41755
Adults,28.09.2017,37.89941,55.22694
Voters,27.09.2017,40.31173,54.26196
Adults,27.09.2017,37.98526,55.10514
Adults,26.09.2017,38.2449,54.81219
Voters,26.09.2017,41.01126,53.54343
Adults,25.09.2017,39.09969,54.47302
Voters,25.09.2017,41.57793,53.08458
Voters,24.09.2017,41.49499,52.96284
Adults,24.09.2017,39.17653,54.43883
Adults,23.09.2017,38.95658,54.05893
Voters,23.09.2017,41.25188,52.82355
Voters,22.09.2017,41.25188,52.82355
Adults,22.09.2017,39.01869,54.07699
Adults,21.09.2017,39.37469,53.34927
Voters,21.09.2017,40.87155,52.63753
Adults,20.09.2017,38.84023,53.24905
Voters,20.09.2017,40.86275,52.65388
Voters,19.09.2017,40.38954,53.92811
Adults,19.09.2017,38.45267,54.4381
Adults,18.09.2017,38.50353,54.44039
Voters,18.09.2017,40.48919,53.73187
Adults,17.09.2017,38.39445,54.59601
Voters,17.09.2017,40.4518,53.72972
Voters,16.09.2017,40.4518,53.72972
Adults,16.09.2017,38.16751,55.15108
Voters,15.09.2017,40.4518,53.72972
Adults,15.09.2017,38.26089,54.98892
Adults,14.09.2017,37.67922,56.30154
Voters,14.09.2017,40.09134,54.549
Voters,13.09.2017,39.74465,54.93554
Adults,13.09.2017,37.67399,56.40246
Voters,12.09.2017,39.55527,55.24317
Adults,12.09.2017,37.3891,56.79363
Voters,11.09.2017,40.31529,54.72517
Adults,11.09.2017,38.23683,56.34893
Adults,10.09.2017,38.22231,56.30355
Voters,10.09.2017,40.44044,54.6344
Adults,09.09.2017,38.21482,56.3358
Voters,09.09.2017,40.44044,54.6344
Voters,08.09.2017,40.44044,54.6344
Adults,08.09.2017,38.10756,56.42276
Voters,07.09.2017,39.82632,55.34008
Adults,07.09.2017,37.70192,56.98782
Voters,06.09.2017,39.78395,55.35294
Adults,06.09.2017,37.38649,57.16378
Adults,05.09.2017,36.75838,57.60414
Voters,05.09.2017,39.3034,55.7341
Adults,04.09.2017,36.54958,57.64956
Voters,04.09.2017,38.7773,56.08899
Voters,03.09.2017,38.72445,56.20359
Adults,03.09.2017,36.37417,57.84581
Adults,02.09.2017,36.25883,58.04179
Voters,02.09.2017,38.72445,56.20359
Voters,01.09.2017,38.72445,56.20359
Adults,01.09.2017,36.30648,57.99635
Adults,31.08.2017,36.05339,57.89574
Voters,31.08.2017,38.60115,56.26993
Adults,30.08.2017,36.11767,57.82173
Voters,30.08.2017,38.63689,56.25348
Voters,29.08.2017,38.09775,56.34618
Adults,29.08.2017,35.83307,58.1829
Adults,28.08.2017,35.77592,57.90997
Voters,28.08.2017,38.49717,56.13604
Adults,27.08.2017,35.77816,57.89424
Voters,27.08.2017,38.49583,56.11722
Voters,26.08.2017,38.49583,56.11722
Adults,26.08.2017,35.78688,57.87026
Voters,25.08.2017,38.49583,56.11722
Adults,25.08.2017,35.74794,57.8345
Adults,24.08.2017,35.95277,57.41348
Voters,24.08.2017,38.61401,55.61862
Voters,23.08.2017,38.47126,55.76075
Adults,23.08.2017,36.0565,57.31284
Adults,22.08.2017,35.67125,57.80386
Voters,22.08.2017,39.12299,55.47832
Voters,21.08.2017,39.59126,54.82199
Adults,21.08.2017,35.88695,57.15897
Voters,20.08.2017,39.6217,54.81041
Adults,20.08.2017,36.341,55.70692
Adults,19.08.2017,36.38994,55.65908
Voters,19.08.2017,39.6217,54.81041
Voters,18.08.2017,39.6217,54.81041
Adults,18.08.2017,36.38994,55.65908
Voters,17.08.2017,40.14403,53.8097
Adults,17.08.2017,36.85913,54.9086
Voters,16.08.2017,39.79543,53.64213
Adults,16.08.2017,36.79667,54.94242
Adults,15.08.2017,37.07734,55.79198
Voters,15.08.2017,39.32666,54.21491
Adults,14.08.2017,36.51901,57.78039
Voters,14.08.2017,39.25485,54.94202
Voters,13.08.2017,39.34763,54.87801
Adults,13.08.2017,36.69472,57.57878
Adults,12.08.2017,36.75468,57.43847
Voters,12.08.2017,39.34763,54.87801
Voters,11.08.2017,39.34763,54.87801
Adults,11.08.2017,36.63607,57.46092
Adults,10.08.2017,36.22694,57.69921
Voters,10.08.2017,38.53228,56.22918
Adults,09.08.2017,36.23774,57.79395
Voters,09.08.2017,38.39414,56.41191
Voters,08.08.2017,38.25177,56.82254
Adults,08.08.2017,36.17896,58.15186
Adults,07.08.2017,36.43844,57.34126
Voters,07.08.2017,37.74126,57.28339
Adults,06.08.2017,36.92662,57.10833
Voters,06.08.2017,37.39128,57.57107
Voters,05.08.2017,37.27709,57.64736
Adults,05.08.2017,36.92022,57.04646
Voters,04.08.2017,37.27709,57.64736
Adults,04.08.2017,36.86573,57.28303
Adults,03.08.2017,36.98343,57.11368
Voters,03.08.2017,37.2991,57.72597
Voters,02.08.2017,37.31966,57.76991
Adults,02.08.2017,37.009,57.20819
Adults,01.08.2017,37.12984,57.07516
Voters,01.08.2017,38.21495,57.22556
Voters,31.07.2017,38.83294,56.40698
Adults,31.07.2017,37.74067,56.1981
Adults,30.07.2017,37.82521,56.02435
Voters,30.07.2017,38.97818,56.00404
Adults,29.07.2017,37.87874,55.96958
Voters,29.07.2017,38.97818,56.00404
Voters,28.07.2017,38.97818,56.00404
Adults,28.07.2017,37.84032,55.90107
Adults,27.07.2017,38.03011,55.41692
Voters,27.07.2017,39.90546,54.90348
Adults,26.07.2017,37.87655,55.62539
Voters,26.07.2017,40.10891,54.68523
Voters,25.07.2017,40.00367,54.72099
Adults,25.07.2017,37.56762,55.98916
Voters,24.07.2017,40.00105,54.82607
Adults,24.07.2017,38.53267,55.30663
Adults,23.07.2017,37.63227,55.98546
Voters,23.07.2017,39.92391,54.90389
Voters,22.07.2017,39.92391,54.90389
Adults,22.07.2017,37.51841,56.16276
Voters,21.07.2017,39.92391,54.90389
Adults,21.07.2017,37.44432,56.22223
Voters,20.07.2017,40.24314,54.3571
Adults,20.07.2017,37.8655,56.34587
Adults,19.07.2017,37.97404,56.19024
Voters,19.07.2017,40.23778,54.35539
Adults,18.07.2017,38.04208,56.00087
Voters,18.07.2017,40.80437,53.83469
Voters,17.07.2017,40.74656,53.64394
Adults,17.07.2017,38.4192,55.60708
Adults,16.07.2017,37.84597,56.33533
Voters,16.07.2017,40.88952,54.01481
Adults,15.07.2017,38.29617,55.9601
Voters,15.07.2017,41.46784,53.40601
Voters,14.07.2017,41.46821,53.40542
Adults,14.07.2017,38.36245,55.82526
Voters,13.07.2017,41.25047,53.57362
Adults,13.07.2017,37.98452,55.81583
Adults,12.07.2017,37.98452,55.81583
Voters,12.07.2017,41.33458,53.47686
Voters,11.07.2017,41.28938,53.67112
Adults,11.07.2017,38.07668,55.98864
Voters,10.07.2017,40.97753,53.88207
Adults,10.07.2017,37.7802,55.95912
Voters,09.07.2017,40.9719,53.88918
Adults,09.07.2017,37.73914,55.99558
Adults,08.07.2017,37.63799,56.03509
Voters,08.07.2017,40.9719,53.88918
Adults,07.07.2017,37.56738,56.12503
Voters,07.07.2017,40.9719,53.88918
Voters,06.07.2017,40.9981,53.72767
Adults,06.07.2017,37.44537,55.90229
Voters,05.07.2017,41.05097,53.6532
Adults,05.07.2017,37.4516,55.89673
Voters,04.07.2017,41.50266,53.08095
Adults,04.07.2017,37.41192,55.53621
Adults,03.07.2017,37.54239,55.46515
Voters,03.07.2017,41.5316,53.03595
Adults,02.07.2017,37.37842,55.55313
Voters,02.07.2017,41.68539,52.85609
Voters,01.07.2017,41.68539,52.85609
Adults,01.07.2017,37.45395,55.56271
Adults,30.06.2017,37.43984,55.56991
Voters,30.06.2017,41.68539,52.85609
Voters,29.06.2017,41.86575,52.88573
Adults,29.06.2017,37.67141,55.34303
Adults,28.06.2017,37.54221,55.36171
Voters,28.06.2017,41.81993,52.67577
Adults,27.06.2017,37.48801,56.62576
Voters,27.06.2017,41.78716,53.23951
Voters,26.06.2017,42.26113,53.22862
Adults,26.06.2017,38.38256,56.12514
Adults,25.06.2017,38.60531,56.04652
Voters,25.06.2017,42.15164,53.26928
Adults,24.06.2017,38.69684,55.90369
Voters,24.06.2017,42.15164,53.26928
Voters,23.06.2017,42.15164,53.26928
Adults,23.06.2017,38.85541,55.87791
Voters,22.06.2017,41.33515,53.73629
Adults,22.06.2017,38.19526,56.32613
Adults,21.06.2017,37.71882,56.43047
Voters,21.06.2017,41.27916,53.78546
Voters,20.06.2017,41.74133,53.18612
Adults,20.06.2017,38.05501,55.89925
Voters,19.06.2017,41.07663,53.4833
Adults,19.06.2017,38.20811,55.95309
Voters,18.06.2017,41.08271,53.55498
Adults,18.06.2017,38.2633,55.92405
Adults,17.06.2017,38.22923,55.98989
Voters,17.06.2017,41.08271,53.55498
Adults,16.06.2017,38.13759,56.16522
Voters,16.06.2017,41.08271,53.55498
Voters,15.06.2017,40.40865,53.82967
Adults,15.06.2017,38.17562,56.75382
Voters,14.06.2017,40.24654,53.96759
Adults,14.06.2017,37.58538,56.83662
Voters,13.06.2017,39.90106,54.4931
Adults,13.06.2017,37.42384,57.09056
Adults,12.06.2017,37.24044,57.05828
Voters,12.06.2017,39.8111,54.497
Adults,11.06.2017,37.39389,56.96007
Voters,11.06.2017,39.4872,55.18361
Voters,10.06.2017,39.4872,55.18361
Adults,10.06.2017,37.4267,56.84025
Adults,09.06.2017,37.27892,56.98267
Voters,09.06.2017,39.4872,55.18361
Voters,08.06.2017,39.56704,55.13066
Adults,08.06.2017,37.59521,56.70111
Adults,07.06.2017,37.62785,56.87752
Voters,07.06.2017,39.47573,55.21827
Adults,06.06.2017,37.5394,56.78997
Voters,06.06.2017,40.25127,54.70671
Voters,05.06.2017,40.30796,54.25923
Adults,05.06.2017,38.07709,55.82519
Adults,04.06.2017,38.04909,55.86415
Voters,04.06.2017,40.13013,54.41492
Adults,03.06.2017,38.15836,55.66989
Voters,03.06.2017,40.41716,54.00002
Voters,02.06.2017,40.41716,54.00002
Adults,02.06.2017,38.31442,55.51968
Voters,01.06.2017,40.30403,54.02005
Adults,01.06.2017,38.32013,55.45131
Adults,31.05.2017,38.32364,55.46051
Voters,31.05.2017,40.34653,53.96354
Voters,30.05.2017,40.42588,53.90907
Adults,30.05.2017,38.39928,55.63413
Voters,29.05.2017,40.06456,53.96847
Adults,29.05.2017,38.48822,55.33235
Voters,28.05.2017,40.15144,53.83537
Adults,28.05.2017,38.41018,55.39933
Adults,27.05.2017,38.26954,55.52485
Voters,27.05.2017,40.15144,53.83537
Adults,26.05.2017,38.20471,55.57269
Voters,26.05.2017,40.22279,53.76402
Voters,25.05.2017,39.91333,53.94802
Adults,25.05.2017,37.89192,55.7291
Voters,24.05.2017,39.81437,54.01662
Adults,24.05.2017,37.85646,55.77018
Voters,23.05.2017,40.24492,54.41688
Adults,23.05.2017,38.31108,55.46129
Adults,22.05.2017,38.26906,55.46428
Voters,22.05.2017,39.63826,54.53247
Adults,21.05.2017,38.28256,55.40812
Voters,21.05.2017,39.62964,54.51856
Voters,20.05.2017,39.62964,54.51856
Adults,20.05.2017,38.23556,55.41444
Adults,19.05.2017,38.32204,55.4182
Voters,19.05.2017,39.62964,54.51856
Voters,18.05.2017,40.4189,53.61588
Adults,18.05.2017,39.05318,54.66667
Adults,17.05.2017,39.36876,54.66336
Voters,17.05.2017,41.0498,53.19755
Adults,16.05.2017,39.56028,54.62194
Voters,16.05.2017,41.78514,52.59653
Voters,15.05.2017,42.67153,51.77419
Adults,15.05.2017,40.18683,54.08882
Adults,14.05.2017,40.29266,53.97565
Voters,14.05.2017,42.85477,51.5491
Adults,13.05.2017,40.91915,53.34138
Voters,13.05.2017,42.59069,51.74759
Voters,12.05.2017,42.59069,51.74759
Adults,12.05.2017,40.99252,53.26033
Voters,11.05.2017,42.88606,51.48355
Adults,11.05.2017,40.85036,53.25583
Adults,10.05.2017,41.02212,53.14196
Voters,10.05.2017,42.81641,51.53957
Voters,09.05.2017,44.17577,50.24742
Adults,09.05.2017,41.14016,52.99695
Voters,08.05.2017,44.14452,50.20971
Adults,08.05.2017,41.42287,53.04214
Voters,07.05.2017,44.32235,50.10137
Adults,07.05.2017,41.26906,53.12979
Adults,06.05.2017,41.32185,53.11271
Voters,06.05.2017,44.32235,50.10137
Adults,05.05.2017,41.49231,52.98911
Voters,05.05.2017,44.06768,50.19212
Voters,04.05.2017,44.23395,49.99863
Adults,04.05.2017,41.48521,53.02538
Voters,03.05.2017,44.34391,49.80513
Adults,03.05.2017,41.48521,53.02538
Voters,02.05.2017,44.19493,50.27415
Adults,02.05.2017,41.01395,54.02813
Adults,01.05.2017,40.90617,54.12692
Voters,01.05.2017,44.12144,50.34044
Adults,30.04.2017,41.0427,53.92722
Voters,30.04.2017,44.18594,50.13792
Voters,29.04.2017,44.18594,50.13792
Adults,29.04.2017,41.04478,53.89684
Adults,28.04.2017,40.96248,54.07797
Voters,28.04.2017,44.18594,50.13792
Voters,27.04.2017,43.94151,50.25742
Adults,27.04.2017,41.19462,53.62363
Adults,26.04.2017,40.71889,53.70636
Voters,26.04.2017,44.06063,50.11729
Adults,25.04.2017,40.30374,54.23236
Voters,25.04.2017,43.502,50.69404
Voters,24.04.2017,44.23955,50.40123
Adults,24.04.2017,40.60334,53.91079
Adults,23.04.2017,40.62176,53.92823
Voters,23.04.2017,44.04811,50.56432
Adults,22.04.2017,40.71088,53.36101
Voters,22.04.2017,44.04811,50.56432
Voters,21.04.2017,44.04811,50.56432
Adults,21.04.2017,40.72075,53.3662
Voters,20.04.2017,44.05973,50.58625
Adults,20.04.2017,40.81158,52.93252
Adults,19.04.2017,41.10365,52.49113
Voters,19.04.2017,44.00313,50.52559
Voters,18.04.2017,43.50145,50.31609
Adults,18.04.2017,41.32755,51.95232
Adults,17.04.2017,41.29482,52.09627
Voters,17.04.2017,43.4188,50.35167
Voters,16.04.2017,42.73984,50.934
Adults,16.04.2017,41.17042,52.25262
Adults,15.04.2017,41.01736,52.42741
Voters,15.04.2017,42.73984,50.934
Adults,14.04.2017,41.0928,52.42646
Voters,14.04.2017,42.73984,50.934
Voters,13.04.2017,42.90318,51.71242
Adults,13.04.2017,41.22889,52.85146
Voters,12.04.2017,42.83318,51.76783
Adults,12.04.2017,41.62653,52.25298
Voters,11.04.2017,42.56668,51.78368
Adults,11.04.2017,41.84169,52.17405
Adults,10.04.2017,41.15395,52.99094
Voters,10.04.2017,41.39298,52.95179
Adults,09.04.2017,40.46673,53.93581
Voters,09.04.2017,41.51286,52.79503
Voters,08.04.2017,41.51286,52.79503
Adults,08.04.2017,40.44548,53.98016
Adults,07.04.2017,40.42915,54.0258
Voters,07.04.2017,41.51286,52.79503
Voters,06.04.2017,41.74047,52.44887
Adults,06.04.2017,40.51774,53.72948
Adults,05.04.2017,40.98213,52.87018
Voters,05.04.2017,41.72259,52.42102
Adults,04.04.2017,40.50948,53.39999
Voters,04.04.2017,41.28366,52.73132
Voters,03.04.2017,41.49263,52.28128
Adults,03.04.2017,39.61414,53.89282
Adults,02.04.2017,40.39359,53.45893
Voters,02.04.2017,41.77287,51.91686
Adults,01.04.2017,40.55445,53.32457
Voters,01.04.2017,41.77287,51.91686
Voters,31.03.2017,41.77287,51.91686
Adults,31.03.2017,40.448,53.2771
Voters,30.03.2017,42.78091,51.80407
Adults,30.03.2017,40.11081,54.028
Adults,29.03.2017,40.54865,52.65205
Voters,29.03.2017,43.23234,51.65588
Voters,28.03.2017,43.37658,51.31355
Adults,28.03.2017,40.6702,52.81675
Voters,27.03.2017,44.28436,50.60625
Adults,27.03.2017,41.03792,52.65294
Voters,26.03.2017,44.35612,50.58176
Adults,26.03.2017,41.43587,52.38198
Adults,25.03.2017,41.53386,52.38558
Voters,25.03.2017,44.35612,50.58176
Adults,24.03.2017,41.54422,52.38712
Voters,24.03.2017,44.35612,50.58176
Voters,23.03.2017,44.11869,50.66172
Adults,23.03.2017,41.48011,52.1105
Voters,22.03.2017,44.10851,50.6463
Adults,22.03.2017,41.60312,51.97084
Voters,21.03.2017,44.61454,50.02016
Adults,21.03.2017,41.38521,52.85176
Adults,20.03.2017,41.57674,52.50675
Voters,20.03.2017,44.52505,50.08957
Adults,19.03.2017,41.53395,52.66131
Voters,19.03.2017,44.47798,50.08054
Voters,18.03.2017,44.47798,50.08054
Adults,18.03.2017,41.87791,52.33651
Adults,17.03.2017,42.80822,51.36173
Voters,17.03.2017,44.47798,50.08054
Voters,16.03.2017,44.63105,49.73156
Adults,16.03.2017,43.24698,51.14386
Adults,15.03.2017,43.43536,49.8028
Voters,15.03.2017,44.59151,49.70044
Adults,14.03.2017,43.82244,49.54628
Voters,14.03.2017,45.47269,49.06578
Voters,13.03.2017,45.58329,48.65232
Adults,13.03.2017,44.10419,48.99449
Adults,12.03.2017,44.32833,48.88358
Voters,12.03.2017,45.73587,48.4897
Adults,11.03.2017,44.2165,48.96644
Voters,11.03.2017,45.73587,48.4897
Voters,10.03.2017,45.5193,48.62363
Adults,10.03.2017,43.9422,49.21457
Voters,09.03.2017,45.35116,48.61091
Adults,09.03.2017,43.41724,49.70358
Adults,08.03.2017,43.52806,49.65459
Voters,08.03.2017,45.37472,48.55411
Voters,07.03.2017,45.46577,48.28428
Adults,07.03.2017,43.68052,49.24304
Adults,06.03.2017,43.51528,49.41735
Voters,06.03.2017,45.36596,48.83812
Voters,05.03.2017,45.63852,49.62764
Adults,05.03.2017,43.00411,50.26909
Adults,04.03.2017,42.9674,50.43211
Voters,04.03.2017,45.63852,49.62764
Adults,03.03.2017,42.9674,50.43211
Voters,03.03.2017,45.63852,49.62764
Adults,02.03.2017,42.74433,50.39036
Voters,02.03.2017,45.23322,49.77825
Adults,01.03.2017,42.93229,50.10905
Voters,01.03.2017,45.15903,49.53156
Adults,28.02.2017,41.92185,50.75521
Voters,28.02.2017,44.69143,49.79915
Adults,27.02.2017,41.93449,50.65856
Voters,27.02.2017,44.77391,49.68867
Voters,26.02.2017,44.86759,49.60043
Adults,26.02.2017,41.86868,50.54937
Voters,25.02.2017,44.86759,49.60043
Adults,25.02.2017,41.93456,50.34444
Adults,24.02.2017,42.13914,50.20037
Voters,24.02.2017,44.86759,49.60043
Voters,23.02.2017,44.84227,49.52387
Adults,23.02.2017,42.08851,50.09972
Adults,22.02.2017,40.99014,51.52739
Voters,22.02.2017,44.294,50.37005
Voters,21.02.2017,45.53262,49.28985
Adults,21.02.2017,41.4049,51.92768
Adults,20.02.2017,41.1068,52.24264
Voters,20.02.2017,45.56286,49.19039
Adults,19.02.2017,41.1262,52.34517
Voters,19.02.2017,46.48179,49.83215
Voters,18.02.2017,46.48179,49.83215
Adults,18.02.2017,41.14259,52.61021
Voters,17.02.2017,46.66242,49.45398
Adults,17.02.2017,40.93276,52.55815
Adults,16.02.2017,41.26061,52.20712
Voters,16.02.2017,46.53775,49.53732
Adults,15.02.2017,41.3626,52.01312
Voters,15.02.2017,46.32353,49.7077
Voters,14.02.2017,46.16746,49.73203
Adults,14.02.2017,41.01787,52.47426
Voters,13.02.2017,45.41359,49.86423
Adults,13.02.2017,41.11952,52.40815
Adults,12.02.2017,41.98624,50.62114
